userid,Average Screen Time,Average Spent on App (INR),Ratings,New Password Request,Last Visited Minutes,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Day_32,Day_33,Day_34,Day_35,Day_36,Day_37,Day_38,Day_39,Day_40,Day_41,Day_42,Day_43,Day_44,Day_45,Day_46,Day_47,Day_48,Day_49,Day_50,Day_51,Day_52,Day_53,Day_54,Day_55,Day_56,Day_57,Day_58,Day_59,Day_60,Day_61,Day_62,Day_63,Day_64,Day_65,Day_66,Day_67,Day_68,Day_69,Day_70,Day_71,Day_72,Day_73,Day_74,Day_75,Day_76,Day_77,Day_78,Day_79,Day_80,Day_81,Day_82,Day_83,Day_84,Day_85,Day_86,Day_87,Day_88,Day_89,Day_90,is_churned,total_days_active,avg_daily_usage,std_dev_daily_usage,early_usage_avg,late_usage_avg,drop_in_usage,left_review
1011,44.0,688.0,8.0,5.0,1293.0,300.0,0.0,0.0,0.0,300.0,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,300.0,4.19,0.0,0.0,300.0,276.05,300.0,244.38,300.0,300.0,300.0,0.0,267.9,0.0,0.0,0.0,0.0,215.85,300.0,0.0,0.0,179.07,0.0,0.0,300.0,225.87,300.0,0.0,300.0,0.0,0.0,300.0,300.0,0.0,0.0,86.42,0.0,0.0,118.05,300.0,0.0,0.0,203.41,0.0,63.28,294.82,300.0,300.0,0.0,0.0,300.0,0.0,0.0,212.9,0.0,0.0,300.0,300.0,0.0,124.63,227.55,0.0,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.14,0.0,0.0,1.0,42.0,234.931,347.53152474272025,301.16966666666667,182.21166666666667,118.958,1
1012,24.0,466.0,10.0,4.0,4214.0,69.4,30.19,127.52,145.69,128.87,139.47,100.28,119.78,115.21,149.47,164.48,92.71,86.2,98.54,89.4,170.9,107.51,86.36,125.85,123.26,85.35,77.02,170.17,137.54,118.88,106.87,101.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.62,121.05,159.91,133.06,99.8,104.06,82.82,33.64,64.31,80.0,92.21,83.18,55.77,74.24,135.76,79.67,52.46,68.58,111.73,33.38,47.58,29.85,60.37,58.52,75.74,0.0,65.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0,57.553333333333335,55.811006948712304,102.297,43.41899999999999,58.87800000000001,0
1013,1.0,49.0,3.0,7.0,9008.0,24.71,132.15,161.38,167.05,32.72,30.76,0.0,0.0,4.3,0.0,67.74,100.02,65.93,97.16,156.3,0.0,0.0,0.0,154.45,30.24,66.35,0.0,211.08,18.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,17.976666666666667,45.12379409201344,50.706333333333326,0.0,50.706333333333326,0
1014,41.0,845.0,10.0,7.0,3107.0,23.87,119.3,67.25,107.98,120.01,138.94,95.03,40.44,115.68,162.33,133.67,132.93,115.56,111.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1,66.87,27.88,10.78,18.59,99.72,0.0,18.18,60.27,46.62,0.0,30.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.59,8.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,21.436666666666664,42.352430093578576,49.496,0.979,48.517,0
1015,32.0,251.0,5.0,4.0,2595.0,112.18,0.0,97.62,0.0,88.55,0.0,86.06,0.0,68.27,0.0,69.19,49.73,36.32,0.0,31.4,25.09,42.68,0.0,30.57,18.99,4.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.462111111111113,23.44336879454304,25.386333333333337,0.0,25.386333333333337,1
1016,11.0,169.0,10.0,3.0,577.0,125.22,116.81,119.05,110.75,101.44,89.66,80.58,84.33,74.19,69.58,57.37,48.03,54.71,52.29,32.8,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.809777777777777,32.49191961702941,41.42933333333333,0.0,41.42933333333333,0
1017,38.0,776.0,7.0,4.0,2965.0,116.37,102.89,90.6,148.5,101.04,133.56,112.84,51.73,100.85,81.6,67.19,57.56,73.91,69.91,71.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.18,0.0,24.58,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,16.101444444444446,36.16240830330071,46.01200000000001,0.0,46.01200000000001,0
1018,34.0,341.0,6.0,1.0,3124.0,103.56,105.5,95.61,0.0,0.0,0.0,103.03,124.14,117.84,0.0,0.0,0.0,0.0,94.71,94.43,10.9,0.0,0.0,60.07,108.34,4.58,0.0,0.0,0.0,0.0,73.65,0.87,57.22,0.0,0.0,0.0,111.51,15.58,0.0,0.0,0.0,85.6,107.16,11.4,47.46,0.0,0.0,20.04,73.62,0.0,22.16,0.0,0.0,5.32,0.0,75.29,0.0,0.0,0.0,0.0,3.48,35.21,41.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,20.22777777777778,37.49774191786523,38.48166666666668,0.3483333333333333,38.13333333333334,1
1019,21.0,250.0,7.0,5.0,3460.0,125.23,97.17,111.54,115.09,118.85,114.16,124.25,105.16,114.92,106.79,111.78,96.73,110.52,107.83,105.58,97.03,97.21,96.77,101.92,96.83,98.39,94.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.8,79.64,66.11,67.06,64.43,64.44,47.38,56.23,50.16,56.8,55.14,61.64,43.75,47.68,50.6,45.32,51.62,53.66,39.66,50.15,43.82,31.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,20.42,17.1,11.93,1.0,48.0,39.95177777777776,44.61507873731233,78.27399999999997,9.054666666666668,69.21933333333331,0
1020,18.0,967.0,10.0,6.0,1925.0,115.77,121.31,119.86,109.53,0.0,0.0,0.0,0.0,95.48,78.8,71.64,69.5,0.0,0.0,0.0,0.0,44.32,64.51,60.88,22.81,0.0,0.0,0.0,0.0,22.99,16.38,22.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,11.511888888888889,29.88545517845547,34.535666666666664,0.0,34.535666666666664,0
1021,15.0,774.0,7.0,1.0,631.0,118.06,121.8,129.41,113.39,98.73,116.09,109.76,107.48,125.3,94.94,104.7,108.3,117.23,116.13,85.86,105.73,91.93,90.74,85.29,112.77,99.84,76.33,95.52,92.89,94.28,82.18,78.57,92.2,96.6,93.55,70.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.76,38.45,49.22,43.49,46.28,35.54,31.03,56.8,46.86,31.26,28.62,31.44,28.09,34.25,0.59,24.31,19.4,35.1,39.17,11.88,31.78,25.06,9.86,18.77,17.48,19.8,22.69,18.18,8.31,0.0,60.0,44.240777777777794,44.52289753605714,101.85333333333334,28.51566666666666,73.33766666666668,1
1022,34.0,482.0,6.0,8.0,4057.0,300.0,300.0,0.0,207.74,0.0,0.0,0.0,300.0,300.0,300.0,166.82,0.0,300.0,179.05,0.0,300.0,108.0,0.0,300.0,0.0,94.35,0.0,286.54,31.62,0.0,300.0,300.0,0.0,0.0,90.75,0.0,0.0,189.96,0.0,0.0,0.0,300.0,300.0,300.0,0.0,55.31,0.0,300.0,0.0,0.0,300.0,166.85,0.0,0.0,0.0,0.0,0.0,111.1,0.0,300.0,0.0,300.0,134.72,300.0,300.0,0.0,300.0,0.0,0.0,300.0,300.0,63.76,56.07,0.0,0.0,0.0,300.0,0.0,76.8,0.0,0.0,300.0,300.0,204.69,101.92,0.0,118.94,0.0,0.0,35.26,0.0,247.61,0.0,0.0,0.0,1.0,46.0,169.84500000000003,228.6301594044973,230.33666666666667,111.79133333333334,118.54533333333332,1
1023,11.0,645.0,9.0,2.0,2946.0,135.04,105.9,103.25,96.97,119.58,111.97,87.67,84.15,86.29,83.38,77.39,72.92,65.46,52.66,74.79,53.74,33.39,42.23,37.1,22.15,38.0,20.67,12.77,26.57,27.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,18.572444444444447,35.0888329914109,55.71733333333334,0.0,55.71733333333334,0
1024,26.0,688.0,9.0,4.0,4702.0,117.59,120.54,0.0,0.0,115.62,115.83,0.0,0.0,115.05,113.57,0.0,0.0,111.06,110.61,0.0,0.0,109.57,106.06,0.0,0.0,104.37,103.86,100.92,0.0,102.42,102.17,0.0,0.0,98.31,98.52,97.63,0.0,96.99,95.97,0.0,0.0,93.61,92.68,91.41,0.0,91.27,91.19,0.0,0.0,0.0,87.92,87.02,0.0,86.27,85.19,0.0,0.0,82.13,82.1,80.58,0.0,78.1,78.54,0.0,0.0,0.0,75.89,73.51,0.0,70.35,72.0,0.0,0.0,70.94,69.78,68.07,0.0,68.54,67.9,0.0,0.0,0.0,66.75,61.02,0.0,64.39,60.9,59.9,0.0,58.58,57.59,56.61,0.0,0.0,56.91,1.0,52.0,50.26999999999999,45.5346443486172,61.53566666666666,39.321,22.214666666666663,0
1025,34.0,400.0,8.0,4.0,4189.0,300.0,251.58,137.3,0.0,159.18,195.95,0.0,300.0,298.47,0.0,0.0,61.25,300.0,300.0,120.7,0.0,0.0,0.0,0.0,0.0,0.0,39.97,0.0,0.0,72.1,93.96,0.0,0.0,0.0,0.0,0.0,0.0,127.78,0.0,0.0,30.28,0.0,0.0,300.0,0.0,0.0,47.27,300.0,300.0,200.37,0.0,129.43,0.0,0.0,300.0,25.4,0.0,0.38,0.0,0.0,0.0,0.0,124.43,0.0,16.97,62.58,0.0,0.0,0.0,158.91,0.0,0.15,0.0,0.0,300.0,0.0,0.0,300.0,73.76,118.09,300.0,0.0,0.0,30.39,0.0,9.9,300.0,0.0,49.74,0.0,0.0,29.44,0.0,0.0,0.0,1.0,40.0,85.84722222222223,149.35720523335524,97.80833333333334,78.109,19.699333333333342,1
1026,48.0,73.0,10.0,2.0,2894.0,121.56,160.65,224.84,129.73,0.0,0.0,0.0,187.08,106.44,132.75,87.63,0.0,0.0,0.0,58.43,138.64,17.12,128.25,0.0,0.0,0.0,96.47,40.4,31.37,83.1,0.0,0.0,0.0,60.02,0.0,116.13,57.32,0.0,0.0,0.0,8.75,0.0,33.81,26.8,0.0,0.0,0.0,44.27,34.9,0.0,112.46,0.0,0.0,0.0,7.12,0.0,0.0,21.53,0.0,0.0,0.0,0.0,0.0,20.34,1.27,0.0,0.0,0.0,43.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,25.93511111111112,49.51786810055004,60.14933333333334,1.4993333333333334,58.650000000000006,0
1027,33.0,460.0,9.0,2.0,1049.0,106.68,170.49,106.58,149.42,95.35,135.02,181.36,67.53,259.37,63.49,100.53,19.57,150.25,0.0,0.0,25.5,0.0,0.0,158.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.55,0.0,62.3,0.0,0.0,0.0,0.0,0.0,0.0,14.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,21.487,51.51004198921156,59.65433333333333,0.0,59.65433333333333,0
1028,49.0,848.0,5.0,4.0,419.0,191.69,127.39,154.84,261.56,53.38,40.68,130.47,52.17,143.93,0.0,0.0,62.62,73.94,0.0,177.26,99.5,0.0,153.46,18.55,212.68,0.0,53.61,52.68,182.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.66,10.83,0.0,0.0,0.0,0.0,0.0,0.0,15.71,129.33,0.0,4.63,0.0,1.75,85.98,9.34,0.0,0.0,34.92,0.0,0.0,0.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.734,58.240355015741024,74.76033333333334,5.303,69.45733333333334,1
1029,9.0,46.0,0.0,2.0,3273.0,120.43,115.9,111.38,0.0,0.0,0.0,97.35,90.09,86.76,0.0,0.0,0.0,69.84,68.06,59.94,57.28,0.0,0.0,45.83,41.64,39.27,0.0,0.0,0.0,20.48,19.12,15.82,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,11.855777777777778,29.15831721604336,35.56733333333333,0.0,35.56733333333333,0
