userid,Average Screen Time,Average Spent on App (INR),Ratings,New Password Request,Last Visited Minutes,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Day_32,Day_33,Day_34,Day_35,Day_36,Day_37,Day_38,Day_39,Day_40,Day_41,Day_42,Day_43,Day_44,Day_45,Day_46,Day_47,Day_48,Day_49,Day_50,Day_51,Day_52,Day_53,Day_54,Day_55,Day_56,Day_57,Day_58,Day_59,Day_60,Day_61,Day_62,Day_63,Day_64,Day_65,Day_66,Day_67,Day_68,Day_69,Day_70,Day_71,Day_72,Day_73,Day_74,Day_75,Day_76,Day_77,Day_78,Day_79,Day_80,Day_81,Day_82,Day_83,Day_84,Day_85,Day_86,Day_87,Day_88,Day_89,Day_90,is_churned,total_days_active,avg_daily_usage,std_dev_daily_usage,early_usage_avg,late_usage_avg,drop_in_usage,review,left_review
1037,3.0,70.0,5.0,3,3650,119.37,125.23,127.02,130.97,134.78,139.09,141.0,146.67,149.21,152.14,156.9,159.22,161.81,168.18,171.85,175.47,179.29,182.32,184.06,189.46,192.41,195.9,201.6,202.5,204.95,210.98,215.99,0.0,0.0,0.0,0.0,0.0,0.0,0.88,4.21,8.07,10.62,14.16,16.82,21.65,25.79,29.76,33.14,35.51,39.56,44.93,47.26,51.08,54.69,60.02,62.43,65.46,69.84,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,171.57,176.28,179.71,183.16,185.6,190.98,194.23,194.41,201.71,203.23,1.0,84.0,186.79322222222217,131.68892418279515,150.6123333333333,311.03733333333327,-160.42499999999995,"Not impressed with the update, app performance has declined noticeably.",1
1042,21.0,621.0,5.0,7,3471,78.2,126.13,168.39,128.9,184.27,158.56,168.89,106.9,143.07,195.06,57.18,74.53,101.94,91.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.65,73.22,71.85,80.21,76.37,86.1,0.0,46.71,0.0,81.93,29.91,79.49,84.36,31.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.26,25.71,59.35,0.0,29.76,3.64,9.48,52.89,0.0,0.0,5.53,32.1,38.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,0.0,0.0,0.0,0.0,0.0,0.0,6.77,0.95,1.0,39.0,33.32899999999999,51.77770534601621,67.34566666666667,5.013,62.33266666666668,"I expected more from the premium subscription, not impressed.",1
1047,3.0,34.0,5.0,6,39016,119.28,117.72,115.07,115.62,109.69,109.04,105.92,103.43,101.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.02,73.19,72.46,68.31,64.99,62.63,61.13,60.39,57.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.69,28.82,25.77,25.8,24.44,23.2,17.6,13.79,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,19.98011111111112,36.69019464562137,53.14333333333335,0.0,53.14333333333335,"I can't get past the payment step, please fix this!",1
1049,19.0,654.0,6.0,5,1197,118.17,103.76,117.2,99.79,99.51,82.58,95.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.03,56.27,31.57,37.49,45.89,29.43,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,11.20488888888889,29.295819245558143,33.61466666666667,0.0,33.61466666666667,"Great interface, but slow.",1
1051,25.0,875.0,9.0,8,644,188.12,189.38,86.59,67.31,141.81,0.0,0.0,1.73,0.0,0.0,126.68,0.0,77.67,66.59,203.44,0.0,0.0,0.0,0.0,0.0,71.4,70.95,98.28,66.78,72.2,0.0,0.0,0.0,0.0,0.0,0.0,116.42,129.55,53.42,98.29,0.0,0.0,0.0,0.0,0.0,8.2,142.03,0.0,106.74,0.0,0.0,0.0,0.0,0.0,0.0,127.9,79.17,65.94,6.68,0.0,127.97,0.0,0.0,0.0,0.0,0.0,171.38,114.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.46,4.57,9.82,0.0,16.94,32.18,0.0,0.0,0.0,0.0,0.0,174.43,157.28,53.63,32.12,0.0,0.0,0.0,0.0,0.0,0.0,38.0,37.60866666666667,57.58128812402925,50.96433333333334,26.45133333333333,24.51300000000001,"Premium tools are a game changer, worth the price.",1
1052,37.0,519.0,5.0,6,3408,0.0,0.0,300.0,0.0,300.0,300.0,300.0,107.9,0.0,0.0,188.04,234.25,300.0,0.0,0.0,300.0,250.13,0.0,290.4,300.0,300.0,0.0,0.0,43.61,300.0,99.75,80.34,67.09,300.0,65.9,0.0,300.0,300.0,271.09,300.0,300.0,300.0,300.0,53.18,300.0,300.0,0.0,300.0,300.0,135.41,0.0,0.0,0.0,197.02,0.0,190.48,178.75,289.44,300.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,0.0,300.0,300.0,300.0,76.92,47.98,300.0,300.0,300.0,178.2,235.21,0.0,300.0,300.0,300.0,255.67,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,1.0,71.0,352.6024444444444,308.1321011226714,174.77266666666668,586.7630000000001,-411.9903333333335,"Error messages keep popping up, very frustrating!",1
1053,15.0,260.0,5.0,1,1353,153.22,217.88,0.0,189.17,198.05,144.77,234.09,117.33,103.36,48.94,0.0,44.81,111.9,86.34,0.0,82.61,13.0,296.91,17.7,0.0,0.0,38.21,0.0,0.0,0.0,0.0,0.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,23.598777777777773,59.77475747398443,70.79633333333331,0.0,70.79633333333331,Not too many ads compared to other apps.,1
1055,42.0,214.0,10.0,3,3575,120.74,118.94,118.81,117.75,116.29,114.96,115.68,114.38,115.86,114.61,111.9,112.24,110.16,112.33,109.29,107.82,107.76,109.19,107.6,109.3,105.69,102.54,104.42,104.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.44,88.21,83.87,82.76,82.83,81.53,80.24,80.42,79.8,81.66,76.96,77.23,74.93,77.15,73.78,73.98,73.62,72.36,72.6,73.47,71.38,68.94,68.66,69.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.0,50.37811111111112,49.21182120009594,89.41733333333335,26.521,62.89633333333335,"The new premium tools are helpful, but the subscription is a bit overpriced.",1
1058,25.0,110.0,9.0,4,4704,140.79,131.37,121.66,124.62,122.32,135.38,117.55,109.95,91.76,104.72,139.51,147.34,117.44,101.38,119.01,127.58,81.73,137.56,115.95,86.47,107.62,93.03,106.34,120.16,85.45,120.04,46.47,100.71,69.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.73,62.25,65.1,57.39,41.19,84.33,70.19,47.25,53.26,22.56,101.76,51.01,75.57,31.58,47.98,40.25,53.15,68.18,62.52,75.43,39.93,39.23,25.6,4.31,28.49,51.58,53.4,46.36,0.0,0.0,0.0,0.0,1.0,57.0,51.98033333333333,49.325717668201705,107.45499999999996,44.586666666666666,62.8683333333333,"Minimal ads, they don't really bother me.",1
1059,34.0,196.0,6.0,4,3410,300.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,300.0,287.48,229.14,106.39,0.0,300.0,123.8,234.96,0.0,0.0,9.28,0.0,0.0,0.0,81.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,33.46,0.0,0.0,0.0,16.19,0.0,178.6,173.87,285.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.57,0.0,29.53,6.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,249.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,57.03855555555555,139.55971973333652,93.604,23.23033333333333,70.37366666666668,"Too many video ads, they waste my time.",1
1060,37.0,157.0,10.0,7,4131,93.89,0.0,75.73,192.5,254.04,208.11,111.77,161.95,120.21,15.54,190.7,138.44,91.43,220.72,172.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.68,0.0,0.0,157.4,300.0,87.38,200.63,17.89,0.0,124.62,103.03,171.87,131.07,11.29,98.0,165.85,71.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.15,144.86,0.0,133.57,219.62,42.75,0.0,127.69,0.0,92.25,257.18,57.95,18.12,90.32,149.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,57.00811111111112,79.81612775123207,70.22766666666666,45.71833333333333,24.50933333333333,Needs more customization.,1
1063,49.0,889.0,10.0,5,4991,119.91,112.81,115.74,109.49,106.53,98.32,94.01,91.97,86.51,85.82,83.25,79.03,71.63,68.05,63.3,60.95,58.19,53.29,49.22,49.35,44.57,36.7,32.36,31.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,20.02855555555556,36.20590477514361,60.085666666666654,0.0,60.085666666666654,Helpful but glitchy.,1
1064,20.0,512.0,7.0,8,3847,139.05,88.12,56.47,46.24,61.14,36.79,73.96,86.48,45.97,150.88,110.32,30.19,84.52,29.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,11.55077777777778,30.80018364996239,34.65233333333334,0.0,34.65233333333334,Flight bookings take time.,1
1065,5.0,26.0,3.0,6,40868,181.82,88.78,91.33,198.4,15.18,104.85,85.42,107.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.4,109.88,78.08,0.0,73.44,81.63,0.0,92.26,53.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.55,44.28,0.0,3.37,71.47,0.0,85.76,117.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,0.0,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,22.29688888888889,45.83799041726342,51.84733333333335,0.5133333333333333,51.33400000000001,"App runs smoothly after the update, no more crashes like before.",1
1069,0.0,48.0,4.0,10,26405,122.05,107.02,114.34,104.46,0.0,0.0,0.0,85.38,93.52,89.93,78.7,0.0,0.0,0.0,67.57,62.88,67.41,52.11,0.0,0.0,0.0,34.21,49.9,21.39,26.64,0.0,0.0,0.0,23.51,26.03,13.4,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,13.788888888888891,31.005017261417127,40.90166666666667,0.0,40.90166666666667,"The update really enhanced the user experience, it's much more intuitive now.",1
1070,8.0,98.0,3.0,7,2483,117.23,123.44,110.12,114.72,117.72,121.68,102.27,108.18,113.48,84.54,107.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.71,73.49,66.27,62.31,78.26,46.29,68.11,72.06,52.16,54.74,59.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62,46.56,36.86,27.27,24.4,33.81,29.56,37.32,18.72,10.59,21.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,25.425,39.77468901141852,61.257666666666665,0.0,61.257666666666665,Easy to plan trips.,1
1071,49.0,723.0,9.0,3,1847,121.86,119.9,113.59,107.13,101.74,97.87,98.59,80.51,93.8,74.97,69.53,70.62,59.73,64.07,63.15,45.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.358888888888892,34.58485400925453,46.07666666666668,0.0,46.07666666666668,"Search button is not working, can't find any destinations.",1
1073,39.0,528.0,6.0,2,4237,150.4,84.46,30.69,83.79,37.81,95.61,112.69,300.0,103.83,300.0,300.0,0.0,50.55,300.0,300.0,300.0,252.32,300.0,185.66,227.74,68.03,156.41,269.11,274.53,280.87,300.0,266.13,164.98,266.94,275.51,263.12,300.0,145.76,0.0,194.81,13.73,104.38,0.0,204.59,192.99,223.75,54.35,126.83,0.0,31.87,132.08,256.94,148.08,0.0,193.88,206.48,153.62,73.12,123.32,223.78,211.16,110.31,62.95,237.55,76.85,207.51,82.96,114.05,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,1.0,85.0,284.89088888888887,199.83853071605475,213.8006666666666,500.4680000000001,-286.66733333333343,The payment feature needs improvement. It fails when using international cards.,1
