userid,Average Screen Time,Average Spent on App (INR),Ratings,New Password Request,Last Visited Minutes,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Day_32,Day_33,Day_34,Day_35,Day_36,Day_37,Day_38,Day_39,Day_40,Day_41,Day_42,Day_43,Day_44,Day_45,Day_46,Day_47,Day_48,Day_49,Day_50,Day_51,Day_52,Day_53,Day_54,Day_55,Day_56,Day_57,Day_58,Day_59,Day_60,Day_61,Day_62,Day_63,Day_64,Day_65,Day_66,Day_67,Day_68,Day_69,Day_70,Day_71,Day_72,Day_73,Day_74,Day_75,Day_76,Day_77,Day_78,Day_79,Day_80,Day_81,Day_82,Day_83,Day_84,Day_85,Day_86,Day_87,Day_88,Day_89,Day_90,is_churned,total_days_active,avg_daily_usage,std_dev_daily_usage,early_usage_avg,late_usage_avg,drop_in_usage,review,left_review
2010,0.0,48.0,4.0,10,26405,122.05,107.02,114.34,104.46,0.0,0.0,0.0,85.38,93.52,89.93,78.7,0.0,0.0,0.0,67.57,62.88,67.41,52.11,0.0,0.0,0.0,34.21,49.9,21.39,26.64,0.0,0.0,0.0,23.51,26.03,13.4,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,13.788888888888891,31.005017261417127,40.90166666666667,0.0,40.90166666666667,,0
2011,32.0,365.0,10.0,8,1415,0.0,368.53,176.6,134.41,202.36,186.86,91.71,0.0,93.95,0.26,0.0,112.48,95.85,31.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,43.18,14.98,0.0,101.0,0.0,46.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,19.44944444444445,56.48343200177487,49.81433333333334,0.0,49.81433333333334,,0
2012,6.0,40.0,5.0,3,540,112.63,118.55,113.55,118.95,102.5,87.5,96.76,79.92,82.31,81.16,81.99,84.88,70.33,68.69,64.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.84,8.4,7.24,0.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.572,34.752804500847944,45.47033333333333,0.0,45.47033333333333,,0
2013,39.0,61.0,5.0,6,2057,121.66,117.07,113.94,110.62,109.48,79.79,63.57,69.01,75.39,75.66,57.42,61.09,42.14,44.86,28.74,35.65,52.44,53.02,8.42,2.08,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,14.80711111111111,32.01467813799867,44.42133333333333,0.0,44.42133333333333,Not worth the price.,1
2014,40.0,219.0,8.0,5,1178,44.4,154.69,0.0,142.14,183.67,151.13,0.0,206.05,107.67,0.0,4.96,77.97,70.07,3.09,68.97,0.0,45.38,119.89,117.08,28.64,0.0,0.0,0.0,56.92,2.46,209.06,0.0,0.0,0.0,0.0,0.0,59.16,0.0,30.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,20.936444444444447,49.198629726764345,59.808,0.0,59.808,Great app!,1
2015,50.0,609.0,8.0,7,935,0.0,427.13,0.0,0.0,297.73,726.43,0.0,0.0,0.0,261.74,0.0,1090.92,43.07,883.03,0.0,0.0,0.0,211.8,519.98,0.0,0.0,0.0,1709.79,300.98,0.0,0.0,0.0,152.7,0.0,543.91,102.48,0.0,0.0,0.0,0.0,317.84,179.43,0.0,320.95,324.94,161.9,0.0,0.0,0.0,132.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.7,0.0,1131.62,341.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.19,0.0,0.0,0.0,42.51,0.0,0.0,0.0,410.9,0.0,228.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.38,0.0,422.75,0.0,0.0,0.0,0.0,0.0,29.0,137.73077777777775,293.34600256095086,238.97366666666667,70.321,168.65266666666668,Love the features!,1
2016,21.0,768.0,9.0,7,4688,125.66,120.9,119.3,122.2,114.9,125.47,122.25,120.37,124.68,99.84,103.84,114.26,116.82,100.29,104.53,112.14,102.39,117.81,87.69,102.42,89.0,103.19,92.93,101.52,98.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.21,78.67,66.96,65.13,58.72,63.76,58.4,65.02,58.67,69.96,62.12,50.0,72.11,53.84,56.23,54.81,60.41,57.5,61.44,48.87,51.3,50.04,39.3,54.15,58.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,47.01611111111111,46.89930019588693,91.42833333333331,27.70333333333333,63.725,,0
2017,25.0,715.0,7.0,3,2310,77.53,273.4,0.0,90.17,29.81,206.63,201.09,28.05,288.26,20.62,14.87,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,14.604,52.17302585164917,42.937666666666665,0.0,42.937666666666665,,0
2018,1.0,8.0,0.0,15,33465,135.65,120.99,114.73,125.56,106.31,99.22,100.03,82.02,89.29,85.56,85.72,74.47,66.8,59.82,72.18,43.95,48.59,63.78,36.57,43.9,30.92,40.11,12.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,19.31322222222222,37.03162628997544,57.93966666666666,0.0,57.93966666666666,,0
2019,44.0,867.0,10.0,7,4299,108.09,106.29,101.63,102.89,0.0,0.0,0.0,0.0,97.13,96.42,87.86,59.49,0.0,0.0,0.0,0.0,50.44,48.29,56.71,44.65,0.0,0.0,0.0,0.0,21.19,20.58,17.19,0.0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,11.390555555555556,28.737867801131426,33.96166666666667,0.0,33.96166666666667,,0
2020,31.0,207.0,7.0,7,2620,130.13,113.29,113.85,101.21,98.37,108.96,96.1,104.82,70.64,89.98,70.67,65.79,53.21,53.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.197888888888889,34.3051844116251,42.59366666666666,0.0,42.59366666666666,,0
2021,41.0,904.0,7.0,4,3805,122.82,107.71,119.42,123.85,110.87,138.62,117.68,109.25,84.29,114.39,109.47,105.26,122.67,112.8,109.91,103.3,94.73,116.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14,91.5,83.61,96.14,85.62,79.55,84.74,73.21,66.51,68.3,72.49,83.76,69.75,70.63,72.75,73.31,78.85,60.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.63,39.3,56.73,37.98,63.11,26.42,43.94,36.14,38.13,33.68,54.63,38.2,41.88,44.92,40.22,42.51,38.03,27.71,1.0,54.0,46.3498888888889,44.82237945477142,67.43533333333333,25.272,42.16333333333333,Could be better.,1
2022,14.0,616.0,9.0,7,2984,119.2,121.28,111.85,120.75,118.85,110.59,117.11,106.75,110.35,107.82,110.25,116.32,105.96,109.35,109.39,105.82,105.2,100.97,99.37,103.59,100.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.88,77.73,81.01,74.37,77.5,69.45,70.48,72.78,79.11,68.05,66.37,59.43,69.24,74.61,64.89,66.39,69.73,67.31,63.72,59.18,58.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37,40.91,35.76,34.31,32.21,34.5,35.29,36.65,1.0,50.0,45.24788888888888,45.65744913795851,77.05333333333333,13.621999999999998,63.43133333333333,,0
2023,44.0,431.0,8.0,1,2008,0.0,190.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.9,0.0,64.64,0.0,634.99,430.0,474.65,353.15,0.0,0.0,297.44,145.94,217.21,340.98,0.0,0.0,68.24,0.0,21.12,0.0,0.0,0.0,0.0,914.37,0.0,0.0,0.0,0.0,4.28,0.0,0.0,0.0,0.0,0.0,265.0,0.0,82.75,0.0,415.69,10.52,0.0,13.98,0.0,0.0,144.45,0.0,0.0,0.0,624.4,286.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.05,305.9,0.0,335.17,616.56,0.0,0.0,483.6,0.0,0.0,1026.79,0.0,1.0,29.0,107.05533333333332,214.8837499996977,127.944,101.169,26.77499999999999,,0
2024,10.0,42.0,2.0,8,3800,112.84,118.05,113.7,121.57,105.68,119.49,108.11,102.16,101.28,102.82,98.63,104.55,103.21,92.57,90.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.09,63.51,66.03,73.14,66.57,61.57,63.74,63.92,44.13,68.44,63.78,60.43,48.58,52.88,36.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07,19.02,12.32,15.59,15.18,5.9,0.0,12.01,0.17,0.0,1.87,0.75,3.29,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,28.620111111111115,41.359173934289856,53.17766666666667,3.112000000000001,50.065666666666665,Highly recommend.,1
2025,1.0,16.0,5.0,8,49715,566.93,258.42,1525.05,0.0,354.39,0.0,0.0,894.28,0.0,731.65,1038.14,524.01,60.01,406.08,1190.74,0.0,314.18,1158.82,625.77,0.0,0.0,101.49,962.67,149.78,654.53,526.78,833.14,789.15,324.77,0.0,5.62,0.0,0.0,0.0,0.0,0.0,26.9,457.17,545.62,0.0,0.0,82.12,172.11,0.0,0.0,0.0,0.0,0.0,222.65,0.0,0.0,0.0,434.33,0.0,0.0,0.0,213.58,0.0,439.78,0.0,0.0,0.0,0.0,225.28,0.0,0.0,0.0,25.76,0.0,0.0,0.0,669.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.12,0.0,0.0,8.54,0.0,0.0,0.0,574.59,694.89,0.0,0.0,1.0,39.0,213.13622222222224,342.39728138877206,466.35933333333344,86.38666666666667,379.9726666666668,,0
2026,6.0,75.0,2.0,8,1703,51.03,46.69,145.52,144.93,279.59,169.33,174.6,168.16,90.11,70.7,101.72,90.61,204.01,156.78,195.92,177.81,23.28,173.83,0.0,165.2,0.0,104.19,0.0,16.32,201.91,70.41,185.64,152.81,136.03,103.37,309.34,242.79,0.0,0.0,0.0,0.0,27.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6,0.0,0.0,0.0,254.88,147.27,0.0,85.89,60.52,98.14,0.0,63.09,70.65,0.0,79.52,28.38,92.81,110.93,4.74,102.62,227.91,2.21,0.0,0.0,80.82,165.08,34.86,46.08,82.83,206.54,1.0,52.0,69.77400000000002,81.82965643005399,120.01666666666664,69.979,50.03766666666665,Excellent customer support.,1
2027,33.0,500.0,8.0,4,963,112.56,109.15,111.93,90.07,96.92,95.34,88.81,80.52,83.75,67.66,66.36,57.27,40.6,41.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.69744444444444,31.12887046684834,38.09233333333332,0.0,38.09233333333332,,0
2028,7.0,48.0,5.0,2,4426,217.5,78.67,145.78,131.91,202.78,186.3,182.82,110.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.01,233.55,215.42,221.96,170.71,308.71,244.79,234.23,0.0,0.0,0.0,65.37,94.73,71.67,60.44,229.51,213.89,314.17,329.47,338.48,326.77,349.13,276.66,58.04,167.06,102.56,77.76,137.88,21.02,101.62,285.96,360.38,396.16,307.21,390.98,511.73,404.75,437.27,148.0,87.02,131.52,225.71,261.13,193.79,200.07,408.07,501.69,445.54,447.26,458.22,520.79,441.03,489.62,291.8,371.85,296.5,213.18,246.01,303.02,236.74,611.09,584.17,443.91,604.78,565.13,588.68,598.63,576.02,309.6,295.44,230.05,348.78,383.95,345.11,355.82,1.0,80.0,258.0798888888889,171.3959741735752,110.967,417.08266666666674,-306.1156666666667,,0
2029,37.0,534.0,7.0,1,413,670.08,0.0,245.58,0.0,659.93,0.0,0.0,431.6,0.0,0.0,1307.77,0.0,161.87,4.68,0.0,857.88,647.5,381.02,130.84,786.28,0.0,98.62,412.7,361.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.12,0.0,0.0,9.76,743.12,439.75,0.0,0.0,0.0,0.0,155.74,0.0,0.0,0.0,0.0,184.95,0.0,0.0,0.0,163.11,980.8,452.03,0.0,0.0,0.0,0.0,291.34,701.41,637.75,151.29,0.0,0.0,0.0,1351.58,0.0,0.0,0.0,0.0,0.0,45.39,0.0,104.28,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,153.054,297.7459889060857,238.58666666666664,109.496,129.09066666666664,,0
