userid,Average Screen Time,Average Spent on App (INR),Ratings,New Password Request,Last Visited Minutes,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,Day_15,Day_16,Day_17,Day_18,Day_19,Day_20,Day_21,Day_22,Day_23,Day_24,Day_25,Day_26,Day_27,Day_28,Day_29,Day_30,Day_31,Day_32,Day_33,Day_34,Day_35,Day_36,Day_37,Day_38,Day_39,Day_40,Day_41,Day_42,Day_43,Day_44,Day_45,Day_46,Day_47,Day_48,Day_49,Day_50,Day_51,Day_52,Day_53,Day_54,Day_55,Day_56,Day_57,Day_58,Day_59,Day_60,Day_61,Day_62,Day_63,Day_64,Day_65,Day_66,Day_67,Day_68,Day_69,Day_70,Day_71,Day_72,Day_73,Day_74,Day_75,Day_76,Day_77,Day_78,Day_79,Day_80,Day_81,Day_82,Day_83,Day_84,Day_85,Day_86,Day_87,Day_88,Day_89,Day_90,is_churned,total_days_active,avg_daily_usage,std_dev_daily_usage,early_usage_avg,late_usage_avg,drop_in_usage,review,left_review
2040,33.47,538.53,10,3,11704,33.01,13.08,273.19,20.16,125.62,100.17,154.76,28.47,68.7,82.64,61.8,292.26,200.75,217.64,35.51,263.2,114.88,153.25,159.72,80.7,79.63,155.43,27.94,4.93,186.32,34.19,0.54,73.32,30.76,59.49,43.3,48.65,9.95,106.38,456.46,55.09,146.23,35.22,112.58,60.02,121.91,33.43,120.43,51.13,158.49,174.07,119.73,29.67,53.59,22.66,7.66,163.41,6.28,155.61,19.3,78.47,99.19,57.89,420.43,59.26,169.1,32.39,129.45,200.37,4.28,379.1,173.79,31.85,35.04,175.22,114.3,41.88,0.98,325.16,10.48,9.19,66.5,21.69,171.97,22.53,327.39,199.44,8.25,13.71,162.13,6.54,184.07,82.53,5.48,117.47,1,75,104.23,97.48,104.4,107.41,0.0,"Too many crashes, needs urgent updates.",1
2041,48.77,502.9,3,4,24024,70.23,29.38,142.9,44.32,347.89,248.75,30.61,22.12,37.22,56.14,77.08,317.55,214.29,121.75,66.72,105.48,55.07,81.41,31.22,61.35,45.44,70.95,116.61,41.1,6.75,121.7,4.28,50.84,40.06,131.7,186.25,51.73,115.33,104.49,191.39,56.91,216.85,81.75,15.81,9.15,27.28,79.2,245.2,41.94,49.33,21.32,2.22,102.02,62.89,615.85,1.34,24.43,9.24,88.95,43.57,73.88,246.77,148.73,85.12,16.93,110.52,207.37,138.22,5.84,74.01,83.83,88.9,60.5,15.64,59.95,34.87,104.94,54.95,65.66,134.99,45.5,84.62,48.98,86.28,637.56,79.11,123.88,116.52,29.18,122.62,102.86,145.67,273.53,160.28,144.46,0,56,102.76,106.47,93.03,114.71,0.0,Great customer support and easy to use.,1
2042,22.31,320.1,2,0,27319,193.06,174.36,15.99,12.21,117.16,13.07,23.36,140.27,90.21,111.51,69.07,69.5,20.5,240.3,18.37,25.61,66.83,33.83,39.69,147.16,148.25,62.23,29.78,119.87,157.9,342.88,168.92,90.9,161.96,12.94,65.65,90.55,2.9,24.03,465.62,12.34,124.11,22.54,8.27,19.51,64.79,304.74,54.72,214.9,126.22,8.95,26.59,19.05,135.56,13.56,61.85,199.11,303.72,210.4,42.4,31.95,61.93,76.1,179.29,174.04,144.61,356.24,66.37,152.82,34.64,28.72,3.36,76.76,199.99,9.05,9.91,24.91,211.81,6.17,312.83,328.31,335.78,3.69,37.72,1.52,5.47,51.03,65.22,125.99,31.59,66.52,41.8,4.03,14.93,26.6,1,67,98.24,100.09,97.26,92.61,4.64,"Excellent design, works smoothly.",1
2043,29.45,0.0,2,0,12676,215.29,102.06,62.34,53.41,82.76,24.75,152.92,205.48,16.97,136.23,196.35,98.91,187.71,51.32,105.39,41.23,2.55,293.84,0.39,70.94,53.75,332.73,32.8,48.21,102.84,58.31,191.65,78.72,84.4,31.75,1.02,195.6,141.85,99.58,85.86,179.53,16.71,20.27,101.2,100.81,15.04,147.46,50.36,107.57,60.3,26.05,26.92,166.17,6.25,47.68,145.52,285.21,137.55,17.67,90.82,49.28,60.57,271.78,27.9,309.13,281.11,4.21,54.36,249.02,195.09,75.3,235.85,37.95,5.65,96.25,316.75,350.03,107.27,114.44,59.76,7.6,126.27,109.37,185.39,0.46,71.61,6.53,6.51,72.79,51.33,360.5,97.37,0.12,74.16,96.3,0,85,106.19,91.54,103.87,114.98,0.0,"Fantastic app, highly recommend!",1
2044,35.82,345.01,9,7,15857,33.66,103.16,8.73,28.06,292.26,52.96,62.25,166.8,65.84,1.12,69.92,35.62,1.57,213.12,162.25,1.82,123.03,183.35,67.73,222.66,14.2,50.33,125.25,163.08,199.13,1.12,162.34,150.09,28.27,114.71,16.13,147.76,151.5,21.94,171.76,75.97,22.75,21.77,28.75,14.42,89.2,54.74,8.37,516.8,4.73,23.88,71.16,56.86,96.22,55.83,97.27,46.57,118.43,110.22,51.85,208.01,17.22,286.8,107.78,73.55,23.93,175.52,169.44,11.91,39.01,6.85,286.59,8.62,36.52,151.44,135.75,8.5,86.69,67.8,42.59,27.68,18.35,44.09,6.26,54.43,7.14,295.94,109.16,137.34,11.99,0.0,462.56,160.04,59.43,164.89,0,59,94.26,95.85,96.81,93.68,3.13,"Too many crashes, needs urgent updates.",1
2045,32.39,930.95,3,7,24829,3.38,120.14,11.16,52.46,5.52,85.36,84.24,19.3,22.64,1.73,251.2,16.16,40.25,313.51,3.38,68.41,7.9,51.67,19.57,1.64,175.04,24.64,310.84,8.68,136.14,250.79,98.92,186.01,27.02,5.85,210.93,36.96,29.3,297.24,35.97,9.38,103.75,24.75,34.65,3.64,27.66,10.69,173.69,92.05,151.57,7.31,28.77,184.93,121.59,52.98,295.43,137.5,68.02,52.73,27.62,80.61,185.81,112.19,538.63,22.93,48.24,59.33,0.33,88.27,0.48,19.76,81.89,38.78,91.04,34.91,80.83,13.88,203.46,0.19,21.84,66.14,13.67,196.25,106.84,24.04,42.29,59.49,140.33,241.84,155.77,39.44,24.62,106.34,63.5,12.8,0,58,84.88,93.89,80.12,69.22,10.9,"Good experience overall, but UI can improve.",1
2046,38.25,692.19,9,2,14105,269.88,58.52,7.79,12.9,307.49,74.72,160.61,0.31,216.99,202.18,114.41,96.56,119.53,9.67,99.04,119.47,6.69,7.81,46.82,114.64,140.9,10.25,52.48,94.57,31.94,11.32,50.63,113.7,21.24,189.19,166.04,174.5,28.35,36.34,121.71,76.96,8.27,128.08,41.16,10.42,23.32,45.55,359.59,16.31,86.92,34.55,51.68,4.88,43.62,26.26,303.79,20.25,102.51,240.72,174.37,331.8,50.98,56.12,11.33,32.54,86.02,120.13,79.69,129.94,54.57,167.49,84.69,78.23,42.91,38.34,119.6,84.92,18.23,217.15,19.1,27.99,0.59,86.75,26.37,78.85,102.89,13.43,130.15,86.86,52.17,7.55,40.34,420.94,61.99,132.8,0,61,90.91,86.73,92.07,87.02,5.05,"Not satisfied with performance, too many bugs.",1
2047,41.03,330.87,4,3,25518,276.53,91.0,8.38,9.37,65.64,154.48,218.63,116.58,17.2,88.62,216.92,59.27,11.26,29.37,0.44,12.19,65.56,104.81,108.94,48.78,0.72,54.95,23.49,44.17,152.69,525.87,95.47,92.54,10.76,233.43,169.2,285.03,66.82,11.74,60.22,126.75,20.97,16.22,63.91,59.98,104.65,20.99,124.61,37.13,143.29,347.92,109.81,179.57,9.47,67.68,0.64,75.18,29.06,446.82,181.01,8.43,41.12,3.89,153.32,89.22,33.66,1.26,4.15,212.25,83.58,488.89,75.04,367.1,38.15,19.93,52.04,46.21,86.29,15.58,16.47,92.14,67.79,64.06,83.85,158.8,30.76,523.55,179.67,273.27,22.69,5.97,8.56,319.97,25.32,47.3,0,35,104.86,118.8,97.94,114.81,0.0,Did not meet my expectations.,1
2048,39.57,348.29,9,5,11079,271.37,0.3,35.65,12.97,66.18,11.22,158.88,3.37,134.11,26.05,10.82,12.8,64.32,7.39,17.91,4.98,109.2,170.33,2.44,87.66,137.91,562.16,30.86,19.45,335.05,7.65,113.27,115.78,15.78,264.05,0.22,7.08,37.96,12.66,405.05,98.27,109.48,10.98,155.43,5.4,178.98,2.49,147.81,193.67,82.28,97.96,86.56,31.49,186.49,102.45,49.24,12.18,31.66,106.25,41.71,27.28,122.76,8.12,6.23,22.88,192.28,42.47,40.92,76.27,159.91,21.26,44.91,73.75,6.35,38.01,112.36,9.5,16.51,32.9,36.25,121.34,362.2,92.87,72.14,56.4,16.58,34.29,3.64,212.85,44.85,46.4,79.49,93.87,351.85,38.99,0,79,85.8,100.91,93.66,84.38,9.28,"Average app, could use more features.",1
2049,74.08,363.38,2,4,26330,26.86,89.7,139.55,71.58,144.93,162.23,83.31,136.96,218.66,472.24,11.85,80.71,542.83,151.65,36.13,68.23,15.04,38.63,421.88,26.49,157.23,20.84,96.15,89.16,73.17,43.19,44.36,68.16,22.71,9.73,84.63,16.29,24.5,43.79,153.96,182.31,14.97,0.94,26.6,69.18,33.89,53.43,23.63,60.87,166.24,68.18,50.55,37.76,59.72,31.02,247.14,110.09,288.98,24.47,89.22,123.76,24.11,79.84,12.05,209.95,71.46,24.04,162.89,121.36,8.58,193.98,13.45,13.11,61.41,158.38,273.84,0.53,34.56,415.32,12.99,46.1,10.28,166.78,105.82,78.63,26.82,166.62,195.92,57.16,9.37,205.8,49.03,167.49,72.07,68.36,0,66,99.65,103.68,118.8,99.74,19.07,"Average app, could use more features.",1
2050,40.01,179.54,2,0,20742,84.98,371.27,110.31,13.69,21.62,251.79,60.34,279.99,268.77,102.22,49.03,138.93,80.69,101.32,62.09,7.12,125.73,136.01,54.51,50.31,36.9,325.42,183.41,168.62,43.69,90.59,43.37,97.49,63.18,41.47,226.98,31.05,31.59,64.05,50.86,156.63,53.46,10.63,153.71,66.24,35.68,295.06,3.13,195.72,527.45,317.65,210.99,26.35,34.19,2.01,60.29,13.65,80.51,92.26,524.27,28.3,50.99,255.27,258.18,95.39,80.04,63.18,163.25,444.47,100.7,217.75,12.75,65.27,44.43,1.64,95.5,184.54,167.99,125.48,77.19,32.55,11.75,14.54,34.73,87.52,24.39,14.66,111.87,119.91,29.52,46.42,135.07,25.18,612.1,154.52,0,25,119.07,122.23,115.5,109.96,5.53,"Affordable and reliable, worth it.",1
2051,25.08,476.98,6,4,26437,3.88,101.5,46.02,163.0,11.35,48.74,26.27,132.39,3.91,141.83,2.43,10.93,82.71,195.5,81.01,41.5,17.74,257.72,337.22,129.91,348.86,79.02,76.1,330.53,17.03,118.66,21.65,116.2,31.6,12.12,126.47,41.67,15.04,36.89,84.06,11.41,35.49,13.69,30.79,90.69,65.92,184.14,165.13,82.87,27.09,15.55,389.2,121.79,108.23,23.17,130.5,255.81,167.46,172.1,433.42,78.05,65.3,126.31,177.24,86.59,190.25,5.79,139.41,257.11,118.89,242.49,250.77,26.35,95.5,167.31,59.43,185.15,75.88,2.71,22.01,93.23,25.82,496.43,9.82,23.68,178.26,3.38,23.86,76.8,56.84,74.21,151.7,12.66,65.19,126.91,0,13,106.75,102.54,99.58,108.6,0.0,"Fantastic app, highly recommend!",1
2052,11.59,620.5,1,9,10714,220.87,25.8,50.76,166.9,71.06,18.81,182.8,14.82,206.3,407.03,7.06,46.45,78.15,101.7,154.22,17.69,36.14,566.79,41.33,63.35,330.78,81.47,10.81,18.21,115.05,27.26,71.82,38.39,73.06,52.29,80.13,131.31,39.88,54.71,23.07,210.3,7.0,190.1,28.41,25.22,166.25,100.4,205.2,257.88,60.68,22.39,150.1,32.1,39.34,218.81,135.65,67.18,112.84,287.09,104.97,168.28,29.41,132.86,3.43,13.97,11.64,126.7,75.79,80.17,63.6,23.76,43.79,132.95,126.81,15.64,79.79,81.49,167.82,404.6,11.06,32.78,182.88,211.44,264.67,45.22,102.76,477.6,23.12,167.23,50.29,65.05,56.82,24.89,256.34,24.22,0,31,109.19,108.01,109.91,114.36,0.0,"Very useful app, helped me a lot.",1
2053,51.38,1175.82,7,5,16271,63.52,171.26,122.88,135.79,73.15,122.93,171.49,35.99,36.76,139.69,74.86,135.54,98.32,204.72,31.93,101.98,482.44,112.57,417.84,52.27,2.43,53.8,130.56,162.55,172.53,87.8,173.06,195.06,6.95,144.1,58.79,123.86,121.29,68.16,134.45,12.21,25.81,61.93,92.6,51.38,12.24,26.45,26.18,41.21,248.4,144.14,10.95,479.24,241.95,17.18,98.89,5.34,4.46,114.6,320.61,3.75,88.82,106.74,15.54,167.81,41.62,5.23,42.32,144.15,42.62,78.89,130.78,167.37,5.94,125.37,285.82,203.8,106.92,59.43,26.29,208.03,255.26,26.39,12.19,88.12,19.94,38.75,21.69,170.48,14.77,123.85,125.41,81.54,182.79,98.57,0,53,108.6,96.69,130.49,97.81,32.68,"Excellent design, works smoothly.",1
2054,35.19,453.25,10,3,3214,150.61,53.97,199.43,3.2,216.56,182.93,91.16,93.02,97.87,92.21,60.28,88.0,53.67,7.55,81.86,166.63,77.6,94.3,250.81,181.28,182.86,151.34,218.11,350.42,15.09,114.46,141.94,142.91,313.47,58.53,145.66,20.87,34.45,114.47,0.74,564.42,1.49,62.44,264.21,7.25,91.26,453.56,2.49,382.18,164.69,7.56,107.57,148.0,317.21,240.58,2.68,1.37,6.05,11.17,129.67,373.94,5.15,128.72,89.94,76.7,7.67,184.57,95.6,293.67,106.03,141.73,18.17,283.45,71.29,72.2,150.25,64.77,40.91,137.74,45.13,5.86,16.8,202.85,118.95,120.47,408.27,69.61,25.35,325.05,174.68,118.01,66.89,1.15,55.23,26.48,1,83,125.97,115.04,131.07,114.96,16.11,"Fantastic app, highly recommend!",1
2055,28.9,244.03,9,2,2542,47.71,399.78,152.7,264.73,87.07,15.48,98.4,41.45,56.06,89.58,146.91,379.37,106.35,28.22,136.89,12.62,125.93,2.69,17.95,148.77,15.77,91.45,136.94,104.76,5.05,37.79,14.49,12.15,101.91,184.59,187.91,83.18,160.47,71.32,7.79,71.99,235.97,623.15,120.46,44.68,221.61,87.53,26.47,31.46,89.92,128.39,20.22,250.93,1.57,28.09,6.72,75.06,143.47,150.22,40.12,38.95,228.67,114.78,54.63,123.85,95.47,90.45,50.77,7.3,160.57,39.55,379.38,82.11,66.57,127.52,210.55,16.54,213.95,238.95,34.99,88.88,229.58,70.69,6.79,154.58,57.97,174.71,250.72,99.73,3.7,102.54,39.9,290.29,125.06,92.07,0,86,112.61,103.81,102.12,120.06,0.0,"Excellent design, works smoothly.",1
2056,36.48,0.0,7,9,8496,83.02,40.08,139.69,63.97,0.37,55.33,20.59,308.95,187.66,298.95,14.17,37.3,428.1,175.73,210.64,124.96,118.47,162.18,46.88,71.54,56.72,67.9,102.02,126.68,9.05,41.35,204.81,222.7,25.25,30.19,285.2,88.13,70.36,565.68,74.56,23.32,2.14,88.6,27.62,6.14,82.76,76.4,145.35,25.48,100.34,38.31,25.92,31.62,79.22,220.58,127.32,9.78,165.5,354.07,26.02,240.43,154.13,26.05,18.05,3.97,12.36,173.91,167.51,71.81,185.23,103.05,22.89,6.1,5.76,175.08,72.35,200.35,25.1,20.59,145.74,118.76,39.13,92.03,273.29,49.23,58.43,23.95,36.14,41.81,14.38,11.27,19.4,60.63,19.39,123.69,0,80,100.31,101.22,115.84,78.98,36.86,"Average app, could use more features.",1
2057,38.49,742.06,8,5,13592,200.26,54.63,9.03,13.73,38.32,87.69,125.13,31.63,57.25,31.73,178.18,101.66,56.0,29.35,47.82,207.26,28.14,71.8,36.82,38.24,64.18,47.68,84.17,63.91,154.97,23.2,24.78,19.47,7.33,60.38,43.02,70.87,111.48,1.06,58.35,99.82,18.1,49.1,1.9,101.89,330.81,23.03,10.43,65.71,206.07,558.23,95.91,103.38,118.54,282.63,14.81,53.11,40.76,10.39,124.04,21.02,91.53,30.1,82.0,325.27,84.83,26.37,0.24,283.39,366.93,8.17,104.17,96.3,141.54,177.38,4.78,78.81,25.21,60.52,10.22,47.13,112.01,33.15,15.0,36.28,18.53,140.32,18.34,83.08,31.83,278.07,139.91,22.79,110.25,113.19,0,13,86.74,93.51,66.49,88.96,0.0,"Fantastic app, highly recommend!",1
2058,23.93,702.44,7,9,29561,121.18,62.62,17.03,41.29,7.56,236.51,142.79,5.97,37.84,19.28,315.9,57.96,26.49,26.45,236.06,67.16,83.33,140.26,122.41,25.69,157.02,87.87,78.83,43.31,63.15,99.17,52.35,83.41,110.27,111.82,16.19,45.11,59.6,296.31,57.69,0.97,469.57,37.1,4.16,25.07,27.45,50.74,25.97,39.46,116.37,6.84,52.88,57.93,44.09,136.18,44.02,62.73,294.53,5.82,17.8,113.78,88.42,386.02,79.97,3.98,13.92,51.3,159.53,228.26,15.77,53.4,125.31,123.73,49.11,26.57,109.78,66.15,9.21,74.33,176.54,114.15,64.64,15.27,208.97,15.67,163.97,193.98,49.22,188.93,18.27,112.44,10.78,32.73,164.77,40.76,0,81,89.17,87.63,89.37,89.25,0.12,"Affordable and reliable, worth it.",1
2059,48.58,528.34,8,5,10961,58.29,204.77,2.83,122.95,34.17,94.34,47.78,32.2,255.1,23.34,17.75,0.01,142.44,125.67,65.24,83.32,74.6,96.98,6.75,106.62,32.1,91.17,62.1,308.42,12.98,3.75,86.23,69.89,5.61,32.15,6.12,21.58,13.97,194.88,242.26,266.81,431.1,7.43,130.92,57.89,23.58,282.29,251.38,11.98,157.29,20.27,24.53,32.04,368.92,155.94,67.64,263.22,30.34,89.47,158.88,68.74,119.32,71.47,107.32,132.09,60.38,10.81,20.29,4.73,69.36,6.44,18.27,193.76,31.15,142.35,95.96,13.62,260.22,17.71,97.73,218.09,92.99,64.52,222.51,104.74,154.86,141.89,155.34,69.6,80.08,268.73,71.18,156.22,283.9,222.38,1,55,105.1,94.0,76.65,111.66,0.0,"Very useful app, helped me a lot.",1
